model,engine_power,age_in_days,km,previous_owners,lat,lon,price
lounge,51,731,12000,1,45.02238846,7.586019993,9980
lounge,51,366,15000,1,45.54148102,8.071920395,10900
lounge,51,731,17228,1,42.66495895,13.91786957,9900
lounge,73,4596,220000,2,40.97645187,14.17228031,3850
pop,51,2527,108000,1,37.51136017,15.06752014,6800
pop,51,366,22148,1,45.70724869,11.4776001,9500
lounge,51,1066,69916,1,40.75220871,14.45341015,8980
lounge,51,2922,100000,1,44.53776932,10.81636047,6999
lounge,51,609,27370,1,41.10787964,14.20880985,9400
pop,51,4414,69000,1,45.05659866,9.701760292,5290
sport,51,2739,77149,3,44.75489044,8.031900406,7800
pop,62,3347,80000,3,44.28387833,11.88813972,7900
pop,51,1461,91055,3,44.50883865,11.46907997,7450
lounge,51,397,15840,3,38.12207031,13.36112022,10700
sport,51,1400,60000,1,45.80202103,9.187789917,10800
pop,51,1066,53100,1,38.12207031,13.36112022,8900
pop,51,1917,52008,1,45.43830109,10.99170017,9900
sport,51,3774,161900,1,44.9061203,7.677229881,4500
lounge,51,670,32473,1,41.10787964,14.20880985,9400
pop,51,1066,82200,1,37.23033905,14.52340031,7990
sport,51,4322,95000,1,40.92850113,14.20366955,4500
pop,51,1886,11000,1,44.81375122,7.245399952,10500
pop,51,1431,87770,1,44.50883865,11.46907997,7450
lounge,51,701,17324,1,45.55654907,9.534469604,9950
lounge,51,701,43379,1,45.58409119,9.270959854,9850
pop,51,2982,89000,1,45.6095314,10.20856953,6400
pop,51,4139,136000,1,41.11426163,16.48571014,4100
lounge,51,2982,127000,1,45.51205063,10.42700958,5450
lounge,62,3439,79000,1,44.88497925,7.33220005,6500
pop,51,1066,52700,1,45.35438919,11.86925983,9000
pop,51,1066,80800,1,37.23033905,14.52340031,7990
lounge,51,1917,124999,1,45.56449127,10.11561012,6999
pop,73,3865,80500,1,40.70410919,17.34005928,8500
pop,51,366,16100,1,44.69252014,10.10396004,10900
lounge,51,397,16053,1,38.12207031,13.36112022,10500
lounge,51,670,30000,1,45.76464844,8.99450016,10800
lounge,51,1035,15000,1,41.90322113,12.49565029,10990
lounge,51,3774,85000,1,44.29430008,9.674440384,4000
lounge,51,366,14618,1,45.70724869,11.4776001,10500
pop,51,2251,79800,1,45.51205063,10.42700958,6450
pop,51,2192,53300,1,40.6095314,14.98093033,7900
lounge,51,790,41870,1,45.70724869,11.4776001,9500
lounge,51,1705,23600,1,38.12207031,13.36112022,9300
pop,51,517,3000,1,40.74824142,14.52834988,9999
lounge,51,2861,126000,1,43.84197998,10.51531029,5500
lounge,51,731,22551,1,38.12207031,13.36112022,9900
lounge,51,670,29000,1,45.76464844,8.99450016,10800
sport,73,4505,127000,1,45.52851105,9.593230247,4750
pop,51,1917,52008,1,45.54800034,11.54946995,9900
sport,51,3712,115280,1,45.06967926,7.704919815,5200
lounge,74,3835,112000,1,45.84569168,8.666870117,4600
pop,51,2223,60457,1,45.48154068,9.413479805,7500
lounge,51,2557,80750,1,45.0007019,7.68227005,5990
pop,51,1766,54276,1,40.32341003,17.56826973,7900
